packet_id,is_malware,latency_ns
1148,0,13203
1149,0,13471
1150,0,13434
1151,0,13345
1152,0,13609
1153,0,13505
1154,0,13553
1155,0,13208
1156,0,13394
1157,0,13179
1158,0,13383
1159,0,13513
1160,0,13672
1161,0,13403
1162,0,13233
1163,0,13210
1164,0,13113
1165,0,13520
1166,0,13384
1167,0,13229
1168,0,13227
1169,0,13407
1170,0,13469
1171,0,13500
1172,0,13834
1173,0,13463
1174,0,13197
1175,0,13350
1176,0,13269
1177,0,13418
1178,0,18101
1179,0,15447
1180,0,13865
1181,0,13437
1182,0,13695
1183,0,13553
1184,0,13351
1185,0,13311
1186,0,13540
1187,0,13452
1188,0,13395
1189,0,13489
1190,0,13360
1191,0,13542
1192,0,13172
1193,0,13545
1194,0,13318
1195,0,13498
1196,0,13602
1197,0,13457
1198,0,13702
1199,0,13428
1200,0,13237
1201,0,13455
1202,0,13440
1203,0,14480
1204,0,13439
1205,0,13535
1206,0,13384
1207,0,13848
1208,0,13171
1209,0,13777
1210,0,13688
1211,0,13595
1212,0,13652
1213,0,13979
1214,0,13783
1215,0,13757
1216,0,13537
1217,0,13194
1218,0,13109
1219,0,13765
1220,0,15660
1221,0,18666
1222,0,20476
1223,0,19979
1224,0,20124
1225,0,15753
1226,0,15578
1227,0,16144
1228,0,17668
1229,0,17184
1230,0,14640
1231,0,16138
1232,0,15435
1233,0,37154
1234,0,18171
1235,0,15842
1236,0,15221
1237,0,16208
1238,0,17101
1239,0,16844
1240,0,15326
1241,0,14427
1242,0,14394
1243,0,14179
1244,0,14815
1245,0,14491
1246,0,14360
1247,0,14388
1248,0,14146
1249,0,14466
1250,0,14298
1251,0,14597
1252,0,14654
1253,0,14471
1254,0,14643
1255,0,24610
1256,0,20076
1257,0,128289
1258,0,43984
1259,0,18568
1260,0,16648
1261,0,15361
1262,0,15655
1263,0,18839
1264,0,17493
1265,0,15352
1266,0,16678
1267,0,17677
1268,0,15438
1269,0,16240
1270,0,14415
1271,0,26980
1272,0,17742
1273,0,17721
1274,0,19211
1275,0,17148
1276,0,19574
1277,0,17544
1278,0,44228
1279,0,17825
1280,0,15881
1281,0,16642
1282,0,16546
1283,0,16525
1284,0,17402
1285,0,16905
1286,0,15824
1287,0,17457
1288,0,16133
1289,0,20824
1290,0,16306
1291,0,15306
1292,0,21233
1293,0,26786
1294,0,15595
1295,0,14455
1296,0,14290
1297,0,14554
1298,0,22403
1299,0,15725
1300,0,15847
1301,0,15766
1302,0,15117
1303,0,14854
1304,0,15642
1305,0,15674
1306,0,16601
1307,0,27158
1308,0,20528
1309,0,16423
1310,0,15532
1311,0,15555
1312,0,16094
1313,0,16826
1314,0,17833
1315,0,16355
1316,0,16761
1317,0,16988
1318,0,18441
1319,0,16196
1320,0,38769
1321,0,16308
1322,0,15045
1323,0,14789
1324,0,19239
1325,0,16030
1326,0,16105
1327,0,15266
1328,0,14946
1329,0,15399
1330,0,14521
1331,0,14817
1332,0,15410
1333,0,15211
1334,0,15387
1335,0,15748
1336,0,15367
1337,0,26892
1338,0,15584
1339,0,15651
1340,0,16016
1341,0,16804
1342,0,24476
1343,0,29962
1344,0,22257
1345,0,17268
1346,0,14910
1347,0,14357
1348,0,20011
1349,0,15340
1350,0,14867
1351,0,16239
1352,0,16018
1353,0,16277
1354,0,14516
1355,0,14479
1356,0,14714
1357,0,14467
1358,0,14297
1359,0,14684
1360,0,15601
1361,0,16929
1362,0,26799
1363,0,19689
1364,0,28910
1365,0,15375
1366,0,14371
1367,0,14277
1368,0,14654
1369,0,14611
1370,0,15278
1371,0,15275
1372,0,28230
1373,0,67771
1374,0,19813
1375,0,15528
1376,0,14703
1377,0,14554
1378,0,14275
1379,0,37974
1380,0,17029
1381,0,14639
1382,0,65586
1383,0,19094
1384,0,16305
1385,0,15495
1386,0,15729
1387,0,16799
1388,0,14615
1389,0,14293
1390,0,14406
1391,0,15449
1392,0,15332
1393,0,15507
1394,0,15722
1395,0,15692
1396,0,14463
1397,0,14626
1398,0,13912
1399,0,14458
1400,0,14359
1401,0,14571
1402,0,14153
1403,0,14317
1404,0,14274
1405,0,14563
1406,0,14450
1407,0,14578
1408,0,14378
1409,0,14524
1410,0,14680
1411,0,14450
1412,0,14166
1413,0,14123
1414,0,14147
1415,0,14393
1416,0,13981
1417,0,14255
1418,0,14128
1419,0,14296
1420,0,14405
1421,0,14509
1422,0,14383
1423,0,14442
1424,0,14122
1425,0,14804
1426,0,14482
1427,0,14344
1428,0,14264
1429,0,14441
1430,0,14196
1431,0,14499
1432,0,14313
1433,0,14149
1434,0,14019
1435,0,14127
1436,0,14162
1437,0,14805
1438,0,14141
1439,0,14237
1440,0,13817
1441,0,14511
1442,0,14464
1443,0,14682
1444,0,14207
1445,0,14885
1446,0,18737
1447,0,15343
1448,0,14942
1449,0,14667
1450,0,14661
1451,0,14295
1452,0,14749
1453,0,14139
1454,0,14419
1455,0,14533
1456,0,14777
1457,0,14524
1458,0,14448
1459,0,14568
1460,0,14350
1461,0,14224
1462,0,15059
1463,0,14556
1464,0,14692
1465,0,14363
1466,0,14276
1467,0,14298
1468,0,14382
1469,0,14093
1470,0,14377
1471,0,14302
1472,0,14117
1473,0,14162
1474,0,14102
1475,0,13864
1476,0,14375
1477,0,14401
1478,0,14048
1479,0,14482
1480,0,14391
1481,0,14031
1482,0,14163
1483,0,14247
1484,0,14341
1485,0,14307
1486,0,14361
1487,0,14373
1488,0,14490
1489,0,14530
1490,0,14477
1491,0,14395
1492,0,14477
1493,0,15544
1494,0,14201
1495,0,14301
1496,0,115659
1497,0,46918
1498,0,16535
1499,0,16044
1500,0,15422
1501,0,15638
1502,0,15648
1503,0,15586
1504,0,15413
1505,0,15148
1506,0,15796
1507,0,15361
1508,0,20724
1509,0,28742
1510,0,16637
1511,0,16255
1512,0,15166
1513,0,15739
1514,0,15766
1515,0,15847
1516,0,15702
1517,0,15462
1518,0,15211
1519,0,15498
1520,0,15779
1521,0,15298
1522,0,21490
1523,0,16218
1524,0,15810
1525,0,14393
1526,0,14684
1527,0,14531
1528,0,14333
1529,0,14293
1530,0,14067
1531,0,14495
1532,0,14306
1533,0,14342
1534,0,14520
1535,0,14368
1536,0,14432
1537,0,14550
1538,0,14480
1539,0,14660
1540,0,14582
1541,0,14562
1542,0,14422
1543,0,14524
1544,0,14460
1545,0,14350
1546,0,14263
1547,0,14544
1548,0,15192
1549,0,15436
1550,0,15470
1551,0,15563
1552,0,15336
1553,0,15408
1554,0,15729
1555,0,14276
1556,0,14600
1557,0,14406
1558,0,14265
1559,0,14299
1560,0,14427
1561,0,14381
1562,0,14613
1563,0,14424
1564,0,14339
1565,0,14247
1566,0,14615
1567,0,14541
1568,0,14442
1569,0,14281
1570,0,14151
1571,0,14360
1572,0,14331
1573,0,14482
1574,0,14250
1575,0,13986
1576,0,15460
1577,0,15787
1578,0,15446
1579,0,15813
1580,0,15119
1581,0,15553
1582,0,15584
1583,0,14901
1584,0,15649
1585,0,15085
1586,0,15535
1587,0,23537
1588,0,17404
1589,0,15087
1590,0,14591
1591,0,14220
1592,0,14259
1593,0,14340
1594,0,14958
1595,0,14047
1596,0,14202
1597,0,14421
1598,0,14485
1599,0,14797
1600,0,15007
1601,0,14800
1602,0,14689
1603,0,14561
1604,0,14979
1605,0,15266
1606,0,14823
1607,0,14770
1608,0,14088
1609,0,14264
1610,0,14246
1611,0,14337
1612,0,14119
1613,0,14187
1614,0,14303
1615,0,14493
1616,0,14468
1617,0,14668
1618,0,14195
1619,0,14610
1620,0,14617
1621,0,14231
1622,0,14183
1623,0,14154
1624,0,14312
1625,0,14069
1626,0,13999
1627,0,14302
1628,0,14771
1629,0,14306
1630,0,14600
1631,0,14917
1632,0,14104
1633,0,14454
1634,0,15145
1635,0,14296
1636,0,14386
1637,0,14693
1638,0,14551
1639,0,14036
1640,0,14557
1641,0,14489
1642,0,14302
1643,0,14470
1644,0,14483
1645,0,14372
1646,0,14596
1647,0,14299
1648,0,14586
1649,0,14412
1650,0,14314
1651,0,14316
1652,0,14335
1653,0,14498
1654,0,14404
1655,0,14249
1656,0,14684
1657,0,14403
1658,0,22489
1659,0,18323
1660,0,15861
1661,0,15225
1662,0,14584
1663,0,14260
1664,0,14350
1665,0,14553
1666,0,14418
1667,0,14558
1668,0,14383
1669,0,14541
1670,0,14336
1671,0,14194
1672,0,14321
1673,0,14391
1674,0,15262
1675,0,14444
1676,0,14557
1677,0,14267
1678,0,14319
1679,0,14169
1680,0,14090
1681,0,14282
1682,0,14287
1683,0,14371
1684,0,14322
1685,0,15508
1686,0,14425
1687,0,14140
1688,0,14347
1689,0,15021
1690,0,19571
1691,0,15672
1692,0,14933
1693,0,15640
1694,0,15518
1695,0,15116
1696,0,18191
1697,0,16868
1698,0,53523
1699,0,17977
1700,0,16110
1701,0,14572
1702,0,14645
1703,0,14252
1704,0,14460
1705,0,14451
1706,0,14743
1707,0,14624
1708,0,14391
1709,0,14258
1710,0,14369
1711,0,14701
1712,0,14147
1713,0,14203
1714,0,14278
1715,0,14619
1716,0,14376
1717,0,14686
1718,0,14524
1719,0,14383
1720,0,14316
1721,0,14706
1722,0,19585
1723,0,17036
1724,0,15196
1725,0,14514
1726,0,14544
1727,0,14351
1728,0,14710
1729,0,14489
1730,0,14320
1731,0,14365
1732,0,14232
1733,0,14102
1734,0,14098
1735,0,14300
1736,0,14033
1737,0,14226
1738,0,14383
1739,0,14414
1740,0,14043
1741,0,15253
1742,0,14658
1743,0,14174
1744,0,14278
1745,0,14247
1746,0,14136
1747,0,14063
1748,0,14567
1749,0,14839
1750,0,14292
1751,0,14385
1752,0,14357
1753,0,14267
1754,0,15151
1755,0,14329
1756,0,14133
1757,0,14327
1758,0,14543
1759,0,14307
1760,0,14422
1761,0,21261
1762,0,21231
1763,0,122335
1764,0,43310
1765,0,19828
1766,0,16641
1767,0,15680
1768,0,16103
1769,0,15937
1770,0,15720
1771,0,14650
1772,0,15473
1773,0,15340
1774,0,15230
1775,0,15718
1776,0,74618
1777,0,28470
1778,0,18077
1779,0,16562
1780,0,15753
1781,0,16368
1782,0,15705
1783,0,16138
1784,0,15866
1785,0,15946
1786,0,16210
1787,0,14845
1788,0,14635
1789,0,15197
1790,0,15562
1791,0,16055
1792,0,15859
1793,0,15939
1794,0,16098
1795,0,16113
1796,0,15787
1797,0,15887
1798,0,16019
1799,0,15895
1800,0,16052
1801,0,15901
1802,0,38825
1803,0,15663
1804,0,16084
1805,0,15890
1806,0,16052
1807,0,15742
1808,0,15598
1809,0,15739
1810,0,16275
1811,0,15964
1812,0,16478
1813,0,16093
1814,0,15574
1815,0,15966
1816,0,15272
1817,0,15104
1818,0,15694
1819,0,15826
1820,0,15563
1821,0,15411
1822,0,15556
1823,0,15682
1824,0,15592
1825,0,16027
1826,0,15173
1827,0,15206
1828,0,15208
1829,0,15566
1830,0,20762
1831,0,17865
1832,0,16923
1833,0,16249
1834,0,23875
1835,0,16088
1836,0,29873
1837,0,18092
1838,0,16048
1839,0,15646
1840,0,15390
1841,0,15610
1842,0,15608
1843,0,15669
1844,0,15584
1845,0,15991
1846,0,15547
1847,0,15480
1848,0,16693
1849,0,28886
1850,0,16172
1851,0,15389
1852,0,15672
1853,0,15532
1854,0,15201
1855,0,15354
1856,0,15724
1857,0,15501
1858,0,15415
1859,0,15732
1860,0,15383
1861,0,15836
